amount_expected,amount_actual,amount_diff_pct,time_pending_seconds,decline_code_category,remitter_bank_historical_td_rate,is_duplicate_flag,label
37330.5,37330.5,0.0,93,BD,0.1014,0,no_mismatch
54942.41,54942.41,0.0,106,none,0.2326,0,stuck_payment
66659.08,66659.08,0.0,65,TD,0.0812,0,no_mismatch
22941.23,22941.23,0.0,46,none,0.2367,0,stuck_payment
85482.13,85482.13,0.0,28,none,0.104,0,wrong_amount
31387.66,39492.19,25.8208,61,none,0.123,0,wrong_amount
90119.1,90119.1,0.0,21,none,0.1661,0,no_mismatch
61047.39,61047.39,0.0,107,none,0.0822,0,duplicate_charge
72907.14,72907.14,0.0,89,none,0.1385,0,stuck_payment
76339.58,76339.58,0.0,41,none,0.0967,0,stuck_payment
59628.48,59628.48,0.0,52,none,0.1859,1,duplicate_charge
45842.78,45842.78,0.0,118,none,0.1548,0,stuck_payment
4663.27,4663.27,0.0,30,none,0.1276,0,no_mismatch
97213.74,97213.74,0.0,82,none,0.0929,0,stuck_payment
68593.95,68593.95,0.0,119,BD,0.1112,0,no_mismatch
99281.4,98135.18,1.1545,89,none,0.0112,0,wrong_amount
2413.65,2821.27,16.8881,27,none,0.2223,0,wrong_amount
46453.12,46453.12,0.0,88,none,0.1743,0,wrong_amount
75084.62,75084.62,0.0,107,none,0.0551,0,stuck_payment
72515.86,75611.03,4.2683,74,BD,0.2485,0,wrong_amount
35861.18,35861.18,0.0,105,TD,0.1423,0,no_mismatch
38092.39,30460.19,20.036,89,BD,0.0972,0,no_mismatch
19324.64,19324.64,0.0,45,none,0.0921,1,duplicate_charge
63228.88,63228.88,0.0,6,none,0.2077,0,no_mismatch
58501.57,58501.57,0.0,11,none,0.2265,0,no_mismatch
82896.85,82896.85,0.0,88,TD,0.1189,1,duplicate_charge
76510.39,72229.35,5.5954,54,none,0.0694,0,wrong_amount
9637.29,9637.29,0.0,109,BD,0.0862,0,no_mismatch
96335.94,96335.94,0.0,98,none,0.05,0,stuck_payment
88308.72,99550.51,12.7301,68,BD,0.2442,0,no_mismatch
39286.27,31961.72,18.644,55,none,0.0301,0,stuck_payment
24125.84,24125.84,0.0,31,none,0.1535,0,stuck_payment
43639.08,43639.08,0.0,8,none,0.0178,0,no_mismatch
61592.97,61592.97,0.0,19,none,0.04,0,duplicate_charge
72385.14,72385.14,0.0,87,none,0.2374,0,stuck_payment
21609.77,21609.77,0.0,106,none,0.2307,0,stuck_payment
3943.98,3943.98,0.0,109,none,0.1678,0,wrong_amount
5812.71,5812.71,0.0,105,TD,0.0815,1,duplicate_charge
67984.24,67984.24,0.0,101,none,0.0357,0,stuck_payment
47190.93,47190.93,0.0,57,none,0.0544,0,stuck_payment
11108.89,11108.89,0.0,76,BD,0.0785,0,no_mismatch
89540.48,89540.48,0.0,91,TD,0.0818,0,no_mismatch
61542.2,61542.2,0.0,102,BD,0.0192,0,no_mismatch
15762.64,15762.64,0.0,62,none,0.1728,0,stuck_payment
1678.39,1973.13,17.5609,78,BD,0.2268,0,no_mismatch
80908.9,80908.9,0.0,28,none,0.1322,0,no_mismatch
14211.33,14211.33,0.0,96,BD,0.1308,0,wrong_amount
61893.46,50869.14,17.8118,51,none,0.0281,0,wrong_amount
21861.34,21861.34,0.0,100,none,0.1955,0,stuck_payment
56531.52,56531.52,0.0,63,BD,0.1644,0,duplicate_charge
59526.2,59526.2,0.0,94,BD,0.2172,1,duplicate_charge
27488.99,20818.34,24.2666,1,BD,0.1651,0,no_mismatch
52122.23,52122.23,0.0,72,none,0.2229,0,stuck_payment
31036.89,31036.89,0.0,8,TD,0.0859,0,no_mismatch
76147.12,61330.66,19.4577,35,BD,0.1974,0,no_mismatch
27386.94,27386.94,0.0,59,none,0.0814,1,duplicate_charge
71127.24,54295.31,23.6645,6,BD,0.0685,0,no_mismatch
13303.03,13497.41,1.4612,13,TD,0.0774,1,duplicate_charge
54594.66,54545.81,0.0895,69,none,0.0506,0,wrong_amount
17463.88,17463.88,0.0,95,TD,0.1855,0,no_mismatch
67244.63,67244.63,0.0,93,none,0.1087,0,stuck_payment
1002.86,1002.86,0.0,87,none,0.0306,0,stuck_payment
47940.52,47940.52,0.0,49,none,0.1218,0,stuck_payment
70672.44,70672.44,0.0,55,none,0.0211,1,duplicate_charge
13027.21,13027.21,0.0,92,BD,0.0221,0,no_mismatch
982.61,1054.54,7.3203,112,none,0.2007,0,duplicate_charge
83811.19,83811.19,0.0,24,TD,0.0115,0,no_mismatch
76498.31,76498.31,0.0,75,none,0.1593,0,stuck_payment
30462.83,30462.83,0.0,47,none,0.1234,0,stuck_payment
34477.3,34477.3,0.0,15,none,0.1188,0,no_mismatch
23709.1,23709.1,0.0,88,none,0.1751,0,stuck_payment
50097.55,50097.55,0.0,109,none,0.1503,0,stuck_payment
13533.75,13533.75,0.0,107,none,0.1963,0,stuck_payment
94001.57,94001.57,0.0,64,TD,0.0336,0,no_mismatch
85222.05,85222.05,0.0,37,none,0.0212,0,no_mismatch
21819.8,21819.8,0.0,92,none,0.0793,0,stuck_payment
6977.87,6977.87,0.0,51,none,0.0522,0,stuck_payment
72779.37,52006.02,28.5429,10,none,0.1099,1,duplicate_charge
29889.21,29889.21,0.0,14,none,0.0809,0,stuck_payment
60136.45,60136.45,0.0,95,none,0.2229,0,stuck_payment
47971.86,47971.86,0.0,50,none,0.1393,0,stuck_payment
59356.21,59356.21,0.0,119,BD,0.1006,0,stuck_payment
96132.99,88106.01,8.3499,63,none,0.2309,0,stuck_payment
72920.76,72920.76,0.0,11,none,0.1484,0,no_mismatch
95213.65,95213.65,0.0,91,none,0.1525,0,stuck_payment
16849.95,16849.95,0.0,50,none,0.0635,1,duplicate_charge
90793.5,70560.09,22.2851,75,BD,0.1404,0,no_mismatch
51404.94,51404.94,0.0,16,none,0.0149,0,wrong_amount
44690.37,44690.37,0.0,52,none,0.2135,0,stuck_payment
67746.8,67746.8,0.0,94,none,0.1845,0,wrong_amount
83279.81,83279.81,0.0,37,none,0.1177,0,no_mismatch
31640.81,31640.81,0.0,18,BD,0.0398,0,stuck_payment
85381.36,85381.36,0.0,54,none,0.1871,0,stuck_payment
53500.26,38405.33,28.2147,56,BD,0.0607,0,no_mismatch
85430.18,85430.18,0.0,41,none,0.0684,0,stuck_payment
20091.61,23686.67,17.8933,107,none,0.2063,0,wrong_amount
75354.12,88843.29,17.901,28,none,0.1445,1,no_mismatch
57438.48,57438.48,0.0,68,none,0.1805,0,stuck_payment
88717.24,74600.05,15.9126,90,BD,0.1933,0,no_mismatch
1395.51,1810.45,29.7339,25,none,0.1769,0,wrong_amount
22258.16,22258.16,0.0,25,none,0.0389,0,no_mismatch
7780.49,7780.49,0.0,68,none,0.1488,0,duplicate_charge
4636.36,4636.36,0.0,107,BD,0.1243,0,no_mismatch
35789.99,35789.99,0.0,67,none,0.1308,0,stuck_payment
42167.69,42167.69,0.0,112,TD,0.1534,0,no_mismatch
75874.59,86842.68,14.4556,94,TD,0.1617,0,wrong_amount
32283.45,32283.45,0.0,44,BD,0.2041,1,duplicate_charge
60059.87,60059.87,0.0,42,none,0.2208,0,stuck_payment
84319.97,84319.97,0.0,107,TD,0.1284,0,no_mismatch
18032.46,18032.46,0.0,105,none,0.0537,0,duplicate_charge
81128.7,67936.72,16.2606,74,none,0.0959,1,duplicate_charge
20870.13,20870.13,0.0,33,none,0.0325,0,no_mismatch
77620.49,77620.49,0.0,2,none,0.2022,0,no_mismatch
52179.51,52179.51,0.0,100,none,0.0211,0,stuck_payment
69606.78,69606.78,0.0,113,none,0.1392,0,stuck_payment
27828.75,27828.75,0.0,72,none,0.1567,0,stuck_payment
70291.56,70291.56,0.0,82,none,0.0552,0,stuck_payment
76067.43,66928.24,12.0146,9,none,0.0618,0,wrong_amount
19291.74,19291.74,0.0,4,none,0.0427,0,no_mismatch
22713.65,22713.65,0.0,2,none,0.0533,0,no_mismatch
17247.92,21651.38,25.5304,13,none,0.1361,0,wrong_amount
72212.22,72212.22,0.0,8,none,0.229,0,no_mismatch
23545.38,23545.38,0.0,116,BD,0.224,1,duplicate_charge
79111.18,79111.18,0.0,22,TD,0.2433,0,no_mismatch
27148.04,27148.04,0.0,86,BD,0.1764,0,no_mismatch
83694.73,83694.73,0.0,90,none,0.1154,0,stuck_payment
89455.11,107390.5,20.0496,85,BD,0.0907,0,no_mismatch
905.63,905.63,0.0,37,BD,0.1288,0,no_mismatch
53961.26,53961.26,0.0,115,TD,0.0193,0,no_mismatch
63665.12,63665.12,0.0,42,none,0.1743,0,stuck_payment
50906.23,50906.23,0.0,50,none,0.1702,0,stuck_payment
7152.85,7152.85,0.0,41,none,0.158,0,stuck_payment
57832.93,57832.93,0.0,5,none,0.0519,0,no_mismatch
71141.39,71141.39,0.0,85,none,0.1116,0,stuck_payment
16871.31,16871.31,0.0,30,none,0.0324,0,wrong_amount
83492.96,83492.96,0.0,70,none,0.056,0,duplicate_charge
83593.89,83593.89,0.0,101,none,0.0404,0,stuck_payment
85880.31,85880.31,0.0,49,none,0.0526,0,stuck_payment
27088.87,20538.97,24.1793,31,TD,0.1234,0,no_mismatch
95710.92,95710.92,0.0,56,none,0.0711,1,duplicate_charge
43522.31,43522.31,0.0,104,TD,0.0782,0,no_mismatch
17741.85,17741.85,0.0,18,none,0.0924,0,no_mismatch
20499.82,20499.82,0.0,3,none,0.0934,0,no_mismatch
85271.22,85271.22,0.0,120,none,0.1592,0,stuck_payment
27270.74,27270.74,0.0,62,none,0.2178,0,stuck_payment
42749.31,42749.31,0.0,112,none,0.078,0,stuck_payment
60133.88,60133.88,0.0,61,none,0.0208,0,stuck_payment
80276.52,80276.52,0.0,1,BD,0.1521,0,no_mismatch
27469.48,27469.48,0.0,59,TD,0.0759,0,no_mismatch
72999.61,72999.61,0.0,86,none,0.2411,0,stuck_payment
58945.38,58945.38,0.0,34,none,0.1081,0,no_mismatch
70057.98,70057.98,0.0,3,none,0.218,0,no_mismatch
5243.88,5243.88,0.0,80,none,0.0297,1,duplicate_charge
75895.88,75895.88,0.0,34,none,0.2383,0,no_mismatch
44858.29,44858.29,0.0,62,none,0.1105,0,stuck_payment
105.15,105.15,0.0,70,none,0.1114,1,duplicate_charge
9682.6,9682.6,0.0,38,TD,0.2228,0,no_mismatch
20520.58,20520.58,0.0,48,none,0.1635,0,stuck_payment
51760.58,66922.39,29.2922,42,none,0.014,0,wrong_amount
40955.18,40955.18,0.0,74,none,0.065,0,stuck_payment
4651.56,4651.56,0.0,96,none,0.2263,0,stuck_payment
43519.89,43519.89,0.0,90,none,0.0503,0,stuck_payment
44625.69,44625.69,0.0,5,none,0.0893,0,no_mismatch
68280.64,68280.64,0.0,42,none,0.2498,0,duplicate_charge
17325.72,17325.72,0.0,107,none,0.2483,1,duplicate_charge
41186.08,41186.08,0.0,67,none,0.1475,0,stuck_payment
40779.67,40779.67,0.0,7,none,0.057,0,no_mismatch
22151.4,22151.4,0.0,11,BD,0.0291,0,stuck_payment
43983.57,43983.57,0.0,77,none,0.242,0,stuck_payment
20918.78,20918.78,0.0,83,none,0.2163,0,stuck_payment
86835.86,86835.86,0.0,59,none,0.1003,0,stuck_payment
89164.2,89164.2,0.0,54,BD,0.2369,0,no_mismatch
21641.63,21641.63,0.0,37,TD,0.1528,0,no_mismatch
78110.21,78110.21,0.0,95,none,0.0658,0,stuck_payment
67459.1,71959.74,6.6717,87,none,0.1244,0,wrong_amount
90227.42,90227.42,0.0,29,none,0.2226,0,no_mismatch
86652.06,86652.06,0.0,114,none,0.172,0,stuck_payment
38873.61,38873.61,0.0,57,none,0.1772,0,stuck_payment
90182.71,90182.71,0.0,114,none,0.2053,0,stuck_payment
49629.95,49629.95,0.0,48,none,0.1742,0,stuck_payment
94100.81,94100.81,0.0,92,none,0.151,0,stuck_payment
44667.9,44667.9,0.0,33,none,0.2186,0,no_mismatch
78422.42,78422.42,0.0,60,none,0.1241,1,duplicate_charge
87224.72,109900.92,25.9974,60,none,0.084,0,wrong_amount
20052.15,21960.33,9.5161,99,TD,0.1965,1,wrong_amount
58877.22,58877.22,0.0,83,none,0.147,0,stuck_payment
3446.36,3446.36,0.0,51,none,0.1315,0,stuck_payment
29121.42,29121.42,0.0,32,none,0.2401,0,no_mismatch
65756.79,65756.79,0.0,44,none,0.2293,0,stuck_payment
13100.35,13100.35,0.0,5,none,0.2297,0,no_mismatch
1446.53,1446.53,0.0,34,none,0.2153,0,no_mismatch
7960.27,8547.33,7.3749,75,none,0.1698,0,wrong_amount
7871.88,7871.88,0.0,98,none,0.1462,0,no_mismatch
83371.45,83371.45,0.0,12,none,0.1739,0,no_mismatch
21582.14,21582.14,0.0,101,none,0.1064,1,duplicate_charge
73043.61,73043.61,0.0,55,none,0.1326,0,stuck_payment
40895.43,40895.43,0.0,1,TD,0.1208,0,duplicate_charge
40049.54,40049.54,0.0,101,none,0.1414,0,stuck_payment
61449.6,61449.6,0.0,92,BD,0.107,0,no_mismatch
58658.07,47361.86,19.2577,36,none,0.1783,0,wrong_amount
460.53,558.14,21.1951,55,none,0.2153,0,wrong_amount
83833.77,83833.77,0.0,80,none,0.0519,0,stuck_payment
25412.35,25412.35,0.0,28,none,0.1377,0,no_mismatch
30901.87,30901.87,0.0,112,TD,0.1424,0,no_mismatch
25407.71,25407.71,0.0,65,none,0.0727,0,stuck_payment
30314.31,32024.65,5.642,37,BD,0.2332,0,no_mismatch
67252.55,67252.55,0.0,29,none,0.1254,0,no_mismatch
35799.14,45634.43,27.4735,53,none,0.2181,0,wrong_amount
30314.39,30314.39,0.0,27,none,0.0283,0,duplicate_charge
965.4,965.4,0.0,48,TD,0.2262,0,no_mismatch
77267.36,77267.36,0.0,11,none,0.2382,0,no_mismatch
77604.44,77604.44,0.0,22,none,0.1274,0,no_mismatch
34438.35,34438.35,0.0,80,BD,0.1486,0,no_mismatch
88630.65,88630.65,0.0,10,none,0.2431,0,no_mismatch
37573.3,37573.3,0.0,67,none,0.2435,0,stuck_payment
46125.48,46125.48,0.0,23,TD,0.0593,0,no_mismatch
58800.91,58800.91,0.0,98,none,0.032,0,stuck_payment
76566.39,76566.39,0.0,26,none,0.0256,0,no_mismatch
38579.43,38579.43,0.0,91,none,0.2059,0,stuck_payment
15782.92,15782.92,0.0,113,none,0.1212,0,stuck_payment
97809.68,97809.68,0.0,108,none,0.2317,0,stuck_payment
51549.54,65539.19,27.1383,12,none,0.081,0,no_mismatch
19744.52,24972.91,26.4802,47,TD,0.023,1,wrong_amount
22423.36,27862.12,24.2549,2,none,0.1379,0,duplicate_charge
10070.85,13091.55,29.9945,47,none,0.0827,0,wrong_amount
32044.69,32044.69,0.0,108,none,0.067,0,stuck_payment
32621.08,32621.08,0.0,16,none,0.1881,0,no_mismatch
59142.12,75798.25,28.1629,44,TD,0.1101,0,duplicate_charge
93500.07,93500.07,0.0,103,BD,0.1106,0,no_mismatch
69507.99,69507.99,0.0,83,none,0.1578,1,duplicate_charge
89527.64,89527.64,0.0,109,none,0.1363,0,stuck_payment
66448.96,81201.95,22.202,69,BD,0.2078,0,no_mismatch
15279.3,18994.89,24.3178,119,none,0.0509,0,wrong_amount
83582.25,83582.25,0.0,49,none,0.0173,0,stuck_payment
27171.91,27171.91,0.0,120,none,0.189,1,duplicate_charge
56913.44,70566.94,23.9899,64,BD,0.0418,0,no_mismatch
5010.72,5010.72,0.0,19,BD,0.2404,0,no_mismatch
91295.61,91295.61,0.0,44,none,0.1864,0,stuck_payment
19218.32,19218.32,0.0,16,BD,0.0939,0,no_mismatch
18708.01,18708.01,0.0,6,none,0.249,0,no_mismatch
80303.89,102702.67,27.8925,3,none,0.0205,0,wrong_amount
17432.9,17432.9,0.0,24,TD,0.1104,0,wrong_amount
30113.55,30113.55,0.0,58,none,0.1058,0,no_mismatch
96607.29,113404.97,17.3876,112,BD,0.1306,0,no_mismatch
50555.44,50555.44,0.0,89,TD,0.0185,0,no_mismatch
32989.97,32989.97,0.0,56,none,0.0629,0,stuck_payment
53131.23,53131.23,0.0,57,none,0.1014,0,stuck_payment
98255.36,98255.36,0.0,80,none,0.0278,0,stuck_payment
95902.26,95902.26,0.0,17,none,0.0431,0,no_mismatch
88483.62,88483.62,0.0,103,none,0.0564,0,duplicate_charge
92218.28,92218.28,0.0,76,TD,0.1908,0,duplicate_charge
8056.19,8056.19,0.0,2,TD,0.014,0,no_mismatch
76016.81,76016.81,0.0,110,none,0.1508,0,stuck_payment
32332.95,32332.95,0.0,22,none,0.1467,0,duplicate_charge
58953.22,58953.22,0.0,34,none,0.1452,1,no_mismatch
36232.56,36232.56,0.0,17,none,0.1512,0,no_mismatch
95735.55,95735.55,0.0,28,none,0.2068,0,no_mismatch
22184.16,22184.16,0.0,51,none,0.2039,0,stuck_payment
51102.24,51102.24,0.0,105,none,0.1896,0,stuck_payment
79987.53,79987.53,0.0,85,BD,0.2238,0,no_mismatch
66386.93,66386.93,0.0,85,TD,0.2226,0,no_mismatch
16558.49,16558.49,0.0,1,none,0.0366,0,no_mismatch
24622.39,24622.39,0.0,56,none,0.1334,0,stuck_payment
72776.56,72776.56,0.0,107,none,0.2276,0,stuck_payment
50287.94,50287.94,0.0,52,TD,0.2024,0,no_mismatch
97359.24,97359.24,0.0,74,none,0.148,0,stuck_payment
8027.01,8027.01,0.0,26,BD,0.1246,0,no_mismatch
68399.54,68399.54,0.0,77,none,0.2317,0,stuck_payment
48905.62,48905.62,0.0,59,none,0.0309,0,stuck_payment
70604.83,70604.83,0.0,68,none,0.223,0,no_mismatch
42911.38,42911.38,0.0,16,none,0.1665,0,no_mismatch
61919.98,61919.98,0.0,43,TD,0.1572,0,no_mismatch
31897.53,31897.53,0.0,100,none,0.0846,0,stuck_payment
40389.93,40389.93,0.0,55,TD,0.1834,0,no_mismatch
5077.06,5077.06,0.0,45,none,0.2064,1,duplicate_charge
11114.7,11114.7,0.0,108,BD,0.1921,0,no_mismatch
47592.46,47592.46,0.0,23,none,0.0447,0,no_mismatch
75956.52,75956.52,0.0,28,none,0.1691,0,no_mismatch
38218.88,38218.88,0.0,73,none,0.1939,0,stuck_payment
69446.37,69446.37,0.0,103,none,0.1315,1,duplicate_charge
909.86,909.86,0.0,117,none,0.0112,0,stuck_payment
33431.02,33431.02,0.0,96,TD,0.2007,0,no_mismatch
40084.49,40084.49,0.0,14,none,0.0883,0,no_mismatch
88087.04,88087.04,0.0,75,TD,0.1043,0,no_mismatch
43798.1,43798.1,0.0,120,none,0.2477,0,stuck_payment
13864.83,11247.64,18.8765,51,none,0.2146,0,no_mismatch
57381.22,69274.49,20.7268,53,none,0.1604,0,wrong_amount
80321.65,80321.65,0.0,6,TD,0.0305,0,no_mismatch
35805.94,35805.94,0.0,114,none,0.1658,0,stuck_payment
55752.57,55752.57,0.0,87,none,0.0916,0,stuck_payment
13962.1,13962.1,0.0,50,TD,0.0724,0,no_mismatch
37140.97,37140.97,0.0,66,TD,0.1896,1,duplicate_charge
56161.75,56161.75,0.0,3,none,0.2092,1,wrong_amount
78149.53,78149.53,0.0,73,none,0.1557,1,duplicate_charge
48379.12,48379.12,0.0,20,none,0.1751,0,no_mismatch
79367.2,79367.2,0.0,22,none,0.1713,0,no_mismatch
27631.7,27631.7,0.0,67,none,0.1924,0,stuck_payment
64444.87,64444.87,0.0,61,TD,0.1168,0,no_mismatch
78035.18,78035.18,0.0,5,none,0.0968,0,no_mismatch
61314.43,61314.43,0.0,91,TD,0.2105,0,no_mismatch
76606.92,76606.92,0.0,85,none,0.0907,0,stuck_payment
56411.36,56411.36,0.0,93,BD,0.1497,0,duplicate_charge
85873.72,75441.65,12.1482,39,none,0.093,0,wrong_amount
46434.91,45724.16,1.5306,15,BD,0.0899,0,stuck_payment
45539.93,45539.93,0.0,37,none,0.0731,0,no_mismatch
81882.86,81882.86,0.0,89,none,0.042,0,stuck_payment
36591.71,36591.71,0.0,44,none,0.0349,0,stuck_payment
64850.96,64850.96,0.0,63,none,0.1044,0,stuck_payment
64905.26,64905.26,0.0,80,none,0.0464,0,stuck_payment
53687.03,53687.03,0.0,45,none,0.2102,0,stuck_payment
58249.09,58249.09,0.0,45,none,0.1535,0,stuck_payment
36276.32,36276.32,0.0,84,none,0.0206,0,stuck_payment
91003.86,91003.86,0.0,34,none,0.0382,0,no_mismatch
16847.66,16847.66,0.0,95,none,0.241,0,stuck_payment
287.91,297.6,3.3656,104,none,0.2442,0,wrong_amount
9692.0,9692.0,0.0,64,none,0.1274,0,stuck_payment
82069.46,82069.46,0.0,38,BD,0.0938,0,no_mismatch
34070.56,41357.19,21.3869,37,none,0.194,1,duplicate_charge
46201.8,34771.59,24.7398,3,BD,0.0935,0,no_mismatch
65939.44,63864.22,3.1472,50,none,0.1997,0,wrong_amount
3441.01,3441.01,0.0,90,none,0.2366,0,stuck_payment
68022.42,68022.42,0.0,91,TD,0.1898,0,no_mismatch
81061.19,81061.19,0.0,71,none,0.2316,0,duplicate_charge
40240.24,40240.24,0.0,26,none,0.1268,0,no_mismatch
87931.23,87931.23,0.0,91,none,0.1078,0,stuck_payment
45500.01,52848.69,16.1509,100,BD,0.0613,0,no_mismatch
82045.26,82045.26,0.0,79,BD,0.0753,1,duplicate_charge
46862.74,46862.74,0.0,22,none,0.0843,0,no_mismatch
43278.11,43278.11,0.0,119,TD,0.1251,0,no_mismatch
56820.84,56820.84,0.0,105,none,0.2382,0,stuck_payment
96330.22,74145.8,23.0296,86,BD,0.1195,0,no_mismatch
80478.81,80478.81,0.0,56,none,0.1446,0,stuck_payment
82453.77,82453.77,0.0,109,none,0.2377,0,stuck_payment
23804.73,23804.73,0.0,104,none,0.0735,0,no_mismatch
6924.12,6924.12,0.0,111,none,0.1037,0,stuck_payment
10458.25,10458.25,0.0,87,BD,0.0571,0,no_mismatch
7648.33,7648.33,0.0,22,none,0.0482,0,no_mismatch
92334.96,92334.96,0.0,102,none,0.1462,0,stuck_payment
84305.9,84305.9,0.0,111,none,0.2444,0,stuck_payment
45205.34,45205.34,0.0,81,TD,0.2295,0,no_mismatch
18168.26,18168.26,0.0,41,TD,0.2319,0,stuck_payment
9845.82,9845.82,0.0,69,none,0.1935,0,stuck_payment
8624.27,8624.27,0.0,58,TD,0.2419,0,no_mismatch
14524.01,14524.01,0.0,106,none,0.1396,0,stuck_payment
21717.14,21717.14,0.0,93,none,0.0822,1,wrong_amount
77881.57,77881.57,0.0,64,none,0.0724,0,stuck_payment
16664.67,16664.67,0.0,34,none,0.0685,0,no_mismatch
26769.6,25986.12,2.9268,57,TD,0.0597,0,no_mismatch
19639.95,19639.95,0.0,113,none,0.2308,0,stuck_payment
48342.17,48342.17,0.0,2,none,0.1687,0,no_mismatch
10929.9,10929.9,0.0,100,none,0.0447,0,stuck_payment
358.11,358.11,0.0,62,none,0.0258,0,stuck_payment
95850.27,95850.27,0.0,6,TD,0.1357,0,no_mismatch
56135.32,56135.32,0.0,14,none,0.2053,0,no_mismatch
22696.2,22696.2,0.0,21,none,0.0814,0,no_mismatch
40120.51,40120.51,0.0,60,TD,0.1513,1,duplicate_charge
3796.8,3796.8,0.0,88,none,0.1562,1,duplicate_charge
78484.28,78484.28,0.0,103,none,0.2417,0,stuck_payment
75093.81,75093.81,0.0,30,TD,0.0907,0,no_mismatch
11537.82,11537.82,0.0,58,none,0.0396,1,duplicate_charge
86351.3,86351.3,0.0,13,TD,0.2484,0,no_mismatch
39186.86,39186.86,0.0,60,TD,0.0383,0,no_mismatch
24735.63,24735.63,0.0,82,none,0.1849,0,stuck_payment
34158.72,26002.54,23.8773,23,BD,0.1471,0,no_mismatch
2605.88,2605.88,0.0,59,none,0.0763,1,duplicate_charge
86497.46,86497.46,0.0,30,TD,0.2485,0,no_mismatch
75624.93,75624.93,0.0,25,none,0.1592,1,stuck_payment
40884.54,40884.54,0.0,114,none,0.2143,0,stuck_payment
33873.39,33873.39,0.0,74,TD,0.1757,0,no_mismatch
2697.23,2630.37,2.4788,117,none,0.0312,0,wrong_amount
24529.89,26962.1,9.9153,73,none,0.2336,0,wrong_amount
75860.85,75860.85,0.0,13,none,0.1283,0,no_mismatch
69955.96,77205.44,10.3629,117,BD,0.1476,1,duplicate_charge
25439.56,25439.56,0.0,49,BD,0.0324,0,no_mismatch
54132.98,54132.98,0.0,82,none,0.1517,0,stuck_payment
44876.98,44876.98,0.0,15,none,0.1189,0,no_mismatch
45804.76,45804.76,0.0,56,none,0.0123,0,stuck_payment
31085.38,31085.38,0.0,84,none,0.2335,0,stuck_payment
45559.15,45559.15,0.0,108,TD,0.0292,0,no_mismatch
76054.39,81207.05,6.775,75,none,0.1896,0,wrong_amount
45173.76,45173.76,0.0,64,none,0.0734,0,stuck_payment
11719.41,9810.41,16.2892,76,none,0.2196,0,wrong_amount
80219.08,80219.08,0.0,70,BD,0.0927,1,wrong_amount
34156.43,34156.43,0.0,62,BD,0.1526,0,no_mismatch
89110.94,89110.94,0.0,75,none,0.0817,0,stuck_payment
83212.32,84492.03,1.5379,51,none,0.1179,0,wrong_amount
74343.65,74343.65,0.0,60,BD,0.1457,0,no_mismatch
16725.3,16725.3,0.0,27,TD,0.0911,0,no_mismatch
68061.99,68061.99,0.0,75,BD,0.1318,0,no_mismatch
38084.54,38084.54,0.0,95,none,0.2123,0,stuck_payment
59054.26,59054.26,0.0,119,none,0.166,0,stuck_payment
6861.17,6861.17,0.0,120,none,0.1415,1,duplicate_charge
76776.22,76776.22,0.0,57,none,0.1154,0,stuck_payment
4183.93,4183.93,0.0,73,none,0.2081,0,no_mismatch
22359.83,22359.83,0.0,24,none,0.2039,0,duplicate_charge
7068.93,7068.93,0.0,8,none,0.1922,0,no_mismatch
12407.95,12407.95,0.0,54,TD,0.1686,1,duplicate_charge
54009.96,54009.96,0.0,118,TD,0.0584,0,stuck_payment
68472.65,68472.65,0.0,7,none,0.0618,0,no_mismatch
23055.55,23055.55,0.0,3,none,0.2055,0,no_mismatch
83468.4,83468.4,0.0,49,none,0.2438,0,stuck_payment
68037.09,55545.66,18.3597,25,none,0.139,0,wrong_amount
77874.95,77874.95,0.0,12,BD,0.0925,0,no_mismatch
83480.97,93062.03,11.4769,33,none,0.2087,0,wrong_amount
53217.63,53217.63,0.0,44,TD,0.0379,0,wrong_amount
75369.0,75369.0,0.0,101,BD,0.05,0,duplicate_charge
31170.72,38672.1,24.0655,32,none,0.1084,0,wrong_amount
97065.23,97065.23,0.0,103,BD,0.1437,0,no_mismatch
42485.24,42485.24,0.0,58,none,0.0166,0,stuck_payment
22945.62,22945.62,0.0,17,TD,0.0698,1,duplicate_charge
48105.53,48105.53,0.0,12,none,0.1821,0,no_mismatch
40188.25,40188.25,0.0,27,none,0.1962,0,no_mismatch
54040.56,54040.56,0.0,68,none,0.0483,0,duplicate_charge
49756.6,49756.6,0.0,90,BD,0.2023,0,wrong_amount
56781.66,56781.66,0.0,23,none,0.0371,0,no_mismatch
57786.0,57786.0,0.0,15,none,0.0663,0,wrong_amount
54236.01,54236.01,0.0,61,BD,0.0878,0,no_mismatch
17961.86,17961.86,0.0,44,none,0.046,1,duplicate_charge
68142.45,68142.45,0.0,84,none,0.0297,0,stuck_payment
36149.15,36149.15,0.0,35,BD,0.0761,0,no_mismatch
13835.16,13835.16,0.0,9,BD,0.2231,0,no_mismatch
13247.64,13247.64,0.0,84,none,0.1972,0,stuck_payment
40634.8,40634.8,0.0,58,TD,0.051,1,duplicate_charge
86785.34,86785.34,0.0,62,none,0.1941,0,stuck_payment
54331.01,54331.01,0.0,25,TD,0.1475,0,no_mismatch
95239.48,88441.26,7.138,51,none,0.1646,0,wrong_amount
79582.53,79582.53,0.0,43,none,0.1527,0,stuck_payment
40193.46,49135.07,22.2464,65,none,0.159,0,duplicate_charge
9655.81,9966.24,3.215,64,none,0.2133,0,wrong_amount
